0.	29272.546875
1.	32650.0078125
2.	32780.3203125
3.	31211.51953125
4.	33121.5859375
5.	35222.65625
6.	40180.3671875
7.	40696.8515625
8.	40812.4375
9.	38605.83203125
10.	32865.3125
11.	35405.22265625
12.	34860.59375
13.	39511.13671875
14.	35861.21484375
15.	37099.
16.	35703.11328125
17.	35772.734375
18.	37016.734375
19.	34919.21875
20.	31608.35546875
21.	32545.255859375
22.	32203.087890625
23.	31934.201171875
24.	33902.1953125
25.	32152.197265625
26.	30293.9453125
27.	32305.5859375
28.	35324.6640625
29.	34261.6328125
30.	32469.595703125
31.	33807.71484375
32.	34875.9140625
33.	36900.703125
34.	37074.56640625
35.	37707.484375
36.	40125.91015625
37.	38039.69921875
38.	42825.28515625
39.	46695.23828125
40.	45041.6171875
41.	47526.5078125
42.	47782.08203125
43.	46900.59375
44.	48661.90625
45.	48542.85546875
46.	48057.80078125
47.	51571.77734375
48.	51977.53515625
49.	54643.00390625
50.	57077.29296875
51.	57501.9921875
52.	52164.83984375
53.	46714.68359375
54.	49698.98046875
55.	49739.1875
56.	47622.53515625
57.	47066.06640625
58.	43527.109375
59.	48559.1796875
60.	47935.109375
61.	51530.2109375
62.	48388.5625
63.	48483.39453125
64.	48258.59765625
65.	50891.0078125
66.	50886.33203125
67.	53952.0078125
68.	56684.2734375
69.	56776.95703125
70.	57599.66796875
71.	60073.84765625
72.	59835.98828125
73.	55939.49609375
74.	55755.4375
75.	55372.14453125
77.	59008.9453125
78.	59386.2109375
79.	57296.1484375
80.	56836.66796875
81.	55941.5625
82.	56080.99609375
83.	51808.69140625
84.	53839.61328125
85.	56154.6328125
86.	56368.734375
87.	58129.66796875
88.	58979.5234375
89.	59297.89453125
90.	59080.125
91.	59493.45703125
92.	59132.40625
93.	58552.43359375
94.	59573.75
95.	58339.30859375
96.	56487.15234375
97.	57815.1171875
98.	58271.26171875
99.	60100.82421875
100.	59717.94921875
101.	59954.3828125
102.	63265.06640625
103.	63611.33984375
104.	62681.0625
105.	61921.359375
106.	61085.328125
107.	55446.3046875
108.	55375.26953125
109.	55717.640625
110.	55739.67578125
111.	54243.26171875
112.	49992.53125
113.	49829.65625
114.	50073.1015625
115.	52789.13671875
116.	54798.18359375
117.	54634.84765625
118.	53126.6953125
119.	56540.8515625
121.	56536.96875
122.	58781.41015625
123.	53991.11328125
124.	57550.5546875
125.	57014.92578125
126.	58241.96484375
127.	58899.171875
128.	57445.90625
129.	57423.01171875
130.	56275.2734375
131.	54917.14453125
132.	48635.32421875
133.	50783.59375
134.	47648.94140625
135.	46370.6484375
136.	42554.84765625
137.	43613.44921875
138.	40128.85546875
139.	39165.7265625
140.	36447.15234375
141.	37363.87890625
142.	32396.41796875
143.	37631.921875
145.	38556.8046875
146.	39129.92578125
147.	36119.84765625
148.	34287.55859375
149.	35884.3671875
150.	36795.36328125
151.	36217.80078125
152.	37911.15625
153.	38904.23046875
154.	37260.6171875
155.	36118.9921875
156.	36207.265625
157.	35691.2109375
158.	31976.892578125
159.	36816.35546875
160.	36700.046875
161.	36851.28125
162.	35455.98828125
163.	37043.72265625
164.	40100.56640625
165.	40314.609375
166.	38700.6640625
167.	37852.45703125
168.	36465.5
169.	35783.0078125
170.	34760.78515625
171.	32439.01953125
172.	32203.513671875
173.	33646.01171875
174.	34869.7578125
175.	31932.798828125
176.	31145.40234375
177.	33037.45703125
178.	34500.87890625
179.	36465.55859375
180.	34292.234375
181.	33280.265625
182.	33543.3671875
183.	34589.46875
184.	35439.390625
185.	33670.53515625
186.	33902.05078125
187.	34533.09765625
188.	32827.51953125
189.	33464.41796875
190.	33464.6171875
191.	33961.86328125
192.	33141.69921875
193.	32762.271484375
194.	32831.3125
195.	31291.36328125
196.	32111.912109375
197.	31608.658203125
198.	31461.7734375
199.	30759.88671875
200.	29669.20703125
201.	32140.583984375
202.	32406.716796875
203.	32126.072265625
204.	34439.171875
205.	34322.76953125
206.	39068.484375
207.	37733.48828125
208.	40122.5859375
209.	39797.4375
210.	39004.6953125
211.	41271.5625
212.	41153.4765625
213.	39764.9140625
214.	38322.171875
215.	39405.05859375
216.	40228.73046875
217.	42724.82421875
218.	43494.125
219.	43791.1640625
220.	45819.625
221.	45041.8125
222.	46365.6875
223.	44174.20703125
224.	46504.36328125
225.	46698.13671875
226.	45726.18359375
227.	46360.08203125
228.	45654.203125
229.	45764.07421875
231.	48726.5703125
232.	49570.23046875
233.	48641.0390625
234.	49623.15234375
235.	48232.25390625
236.	48602.7890625
237.	46969.25
238.	48292.57421875
239.	48958.35546875
240.	48643.25
242.	47403.71875
243.	48684.64453125
244.	49479.68359375
245.	50562.09765625
246.	49609.421875
247.	50306.4921875
248.	51639.60546875
249.	46973.34765625
250.	46240.81640625
251.	47067.671875
252.	45683.6015625
253.	45714.02734375
254.	45916.3046875
255.	44460.08984375
256.	46573.17578125
257.	48215.80859375
258.	47655.03125
259.	47531.5625
260.	48235.7265625
261.	47437.93359375
262.	44021.42578125
263.	42090.26171875
264.	43056.15625
265.	44767.66015625
266.	41905.140625
267.	42681.35546875
268.	43247.7890625
269.	43070.35546875
270.	41360.30859375
271.	41559.54296875
272.	43034.3125
